"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT07","WT08"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-03-31","2.68",,"0.00","0.0","0.0",,"80","50","   60","   50","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-01","2.91",,"0.00","0.0","0.0",,"83","57","   50","   50","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-02","4.70",,"0.00","0.0","0.0",,"85","56","  260","  270","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-03","3.13",,"0.00","0.0","0.0",,"77","59","  220","  240","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-04","3.80",,"0.00","0.0","0.0",,"81","56","  160","  140","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-05","4.03",,"0.00","0.0","0.0",,"80","56","  210","  220","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-06","3.36",,"0.00","0.0","0.0",,"78","63","  220","  230","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-07","2.46",,"0.00","0.0","0.0",,"87","58","  250","  220","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-08","2.24",,"0.00","0.0","0.0",,"95","60","  240","  210","10.1","14.1",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-09","7.38",,"0.00","0.0","0.0",,"94","63","  250","  230","23.0","31.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-10","11.63",,"0.00","0.0","0.0",,"76","60","  270","  290","28.0","38.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-11","7.16",,"0.00","0.0","0.0",,"75","56","   10","  260","19.9","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-12","4.92",,"0.00","0.0","0.0",,"73","61","  350","  350","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-13","2.68",,"0.00","0.0","0.0",,"78","52","  190","  200","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-14","2.91",,"0.00","0.0","0.0",,"84","55","  220","  140","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-15","4.92",,"0.00","0.0","0.0",,"86","60","  250","  270","17.0","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-16","6.93",,"0.00","0.0","0.0",,"79","59","  240","  240","23.0","30.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-17","3.80",,"0.00","0.0","0.0",,"77","55","  240","  250","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-18","3.36",,"0.00","0.0","0.0",,"90","57","  260","  250","13.0","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-19","3.58",,"0.00","0.0","0.0",,"97","62","  190","  130","12.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-20","6.93",,"0.00","0.0","0.0",,"92","70","  250","  280","17.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-21","4.47",,"0.00","0.0","0.0",,"86","65","  230","  230","18.1","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-22","3.80",,"0.00","0.0","0.0",,"85","61","  190","  240","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-23","3.80",,"0.00","0.0","0.0",,"83","62","   40","   40","28.0","34.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-24","3.13",,"0.00","0.0","0.0",,"92","61","  260","  250","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-25","2.68",,"0.00","0.0","0.0",,"97","65","  250","  200","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-26","4.47",,"0.00","0.0","0.0",,"99","67","  250","  240","15.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-27","4.70",,"0.00","0.0","0.0",,"95","70","  240","  270","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-28","5.14",,"0.00","0.0","0.0",,"94","69","  240","  250","15.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-29","7.83",,"0.04","0.0","0.0",,"84","61","  250","  250","29.1","38.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-04-30","3.58",,"0.00","0.0","0.0",,"80","59","  270","  180","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-01","3.80",,"0.00","0.0","0.0",,"85","63","  240","   30","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-02","2.24",,"0.00","0.0","0.0",,"85","61","  240","  220","8.9","12.1",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-03","3.13",,"0.00","0.0","0.0",,"92","61","  280","  270","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-04","2.91",,"0.00","0.0","0.0",,"94","63","  250","  250","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-05","3.36",,"0.00","0.0","0.0",,"92","63","  250","  260","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-06","4.92",,"0.00","0.0","0.0",,"83","67","  240","  220","14.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-07","4.47",,"0.04","0.0","0.0",,"77","57","   50","  330","16.1","25.1","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-08","4.70",,"0.11","0.0","0.0",,"85","63","   50","   50","23.9","30.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-09","3.58",,"0.00","0.0","0.0",,"87","60","  170","  190","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-10","4.70",,"0.00","0.0","0.0",,"85","63","  240","  230","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-11","4.03",,"0.00","0.0","0.0",,"85","64","  150","  140","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-12","4.47",,"0.00","0.0","0.0",,"82","64","   30","   30","23.0","30.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-13","3.36",,"0.00","0.0","0.0",,"90","63","  260",,"8.1",,,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-14","3.13",,"0.00","0.0",,,"97","80","  220","  220","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-15","4.47",,"0.00","0.0","0.0",,"97","71","  190","  190","18.1","29.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-16","9.62",,"0.00","0.0","0.0",,"91","73","  260","  260","23.0","32.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-17","7.83",,"0.00","0.0","0.0",,"79","67","  240","  230","17.0","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-18","3.58",,"0.00","0.0","0.0",,"84","57","  210","  200","14.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-19","6.04",,"0.00","0.0","0.0",,"78","66","  260","  270","19.9","27.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-20","8.95",,"0.00","0.0","0.0",,"72","59","  240","  230","19.9","25.9",,,"    1",,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-21","7.38",,"0.00","0.0","0.0",,"80","53","  260","  240","21.9","31.1",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-22","6.26",,"0.00","0.0","0.0",,"73","58","  200","  230","16.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-23","6.04",,"0.05","0.0","0.0",,"74","52","  300","  300","17.0","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-24","3.13",,"0.00","0.0","0.0",,"86","55","  290","  210","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-25","3.80",,"0.00","0.0","0.0",,"90","58","  200","  200","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-26","7.38",,"0.00","0.0","0.0",,"82","65","  200","  200","21.9","34.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-27","8.05",,"0.00","0.0","0.0",,"77","64","  250","  250","19.9","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-28","2.91",,"0.00","0.0","0.0",,"82","56","  210","  200","8.9","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-29","3.36",,"0.00","0.0","0.0",,"89","60","  260","  260","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-30","2.46",,"0.00","0.0","0.0",,"94","66","  250","  190","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-05-31","5.37",,"0.00","0.0","0.0",,"97","68","  250","  260","17.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-01","4.92",,"0.00",,"0.0",,"96","68","  260","  250","15.0","21.0",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-02","4.70",,"0.00",,"0.0",,"93","72","  180","  190","17.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-03","2.46",,"0.00",,"0.0",,"96","72","  190","  280","13.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-04","4.03",,"0.00",,"0.0",,"97","70","  350","   10","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-05","4.92",,"0.00",,"0.0",,"100","73","  230","  230","16.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-06","4.92",,"0.00",,"0.0",,"101","77","  260","  270","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-07","4.70",,"0.00",,"0.0",,"98","76","  260","  260","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-08","3.36",,"0.00",,"0.0",,"97","71","  220","  240","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-09","3.58",,"0.00",,"0.0",,"104","71","  250","  200","13.0","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-10","5.37",,"0.00",,"0.0",,"106","76","  150","  230","15.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-11","3.58",,"0.00",,"0.0",,"106","79","  230","  230","14.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-12","2.24",,"0.00",,"0.0",,"109","76","  230","  230","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-13","3.58",,"0.00",,"0.0",,"105","79","  150","  160","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-14","6.71",,"0.00",,"0.0",,"102","75","  220","  220","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-15","3.58",,"0.00",,"0.0",,"102","75","  240","  210","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-16","4.70",,"0.00",,"0.0",,"103","77","  260","  250","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-17","4.03",,"0.00",,"0.0",,"102","78","  260","  260","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-18","4.25",,"0.00",,"0.0",,"102","78","  200","  200","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-19","3.58",,"0.00",,"0.0",,"101","72","  240","  250","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-20","6.04",,"0.00",,"0.0",,"101","73","  260","  230","15.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-21","8.50",,"0.00",,"0.0",,"101","77","  250","  240","19.9","27.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-22","5.82",,"0.00",,"0.0",,"97","77","  240","  270","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-23","4.70",,"0.00",,"0.0",,"98","75","  230","  260","13.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-24","2.91",,"0.00",,"0.0",,"101","72","  230","  230","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-25","4.25",,"0.00",,"0.0",,"102","71","  220","  210","13.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-26",," 1357","0.00",,,,"101","74","  180","  180","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-27","2.91"," 1348","0.00",,,,"102","77","  150","  220","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-28","4.03"," 1603","0.00",,,,"109","75","  270","  300","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-29","4.25"," 1836","0.00",,,,"111","83","  270","  270","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-06-30","5.59"," 1433","0.00",,,,"109","83","  270","  270","16.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-01","5.82",,"0.00","0.0","0.0",,"108","84","  260","  240","16.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-02","4.03",,"0.00","0.0","0.0",,"106","82","  250","  260","18.1","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-03","4.70",,"0.00","0.0","0.0",,"105","81","  250","  270","18.1","29.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-04","4.47",,"0.00","0.0","0.0",,"104","78","  240","  250","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-05","3.13",,"0.00","0.0","0.0",,"103","78","  220","  120","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-06","3.80",,"0.00","0.0","0.0",,"105","81","  230","  250","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-07","6.26",,"0.00","0.0","0.0",,"105","83","  250","  250","21.9","28.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-08","6.04",,"0.00","0.0","0.0",,"102","76","  280","  270","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-09","2.91",,"0.00","0.0","0.0",,"103","75","  200","  190","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-10","4.92",,"0.00","0.0","0.0",,"110","77","  230","  240","15.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-11","6.49",,"0.00","0.0","0.0",,"113","86","  240","  230","23.0","33.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-12","5.14",,"0.00","0.0","0.0",,"110","91","   50","  120","21.9","29.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-13","6.71",,"0.00","0.0","0.0",,"109","90","  240","  240","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-14","4.25",,"0.00","0.0","0.0",,"109","90","   30","  250","18.1","29.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-15","4.47",,"0.00","0.0","0.0",,"111","87","  240","  260","15.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-16","6.04",,"0.00","0.0","0.0",,"112","87","  230","  230","17.0","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-17","5.37",,"0.00","0.0","0.0",,"104","88","  250","  270","15.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-18","5.14",,"0.00","0.0","0.0",,"105","84","  230","  240","14.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-19","4.92",,"0.00","0.0","0.0",,"106","86","  260","  240","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-20","4.03",,"0.00","0.0","0.0",,"107","83","  280","  230","14.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-21","6.49",,"0.00","0.0","0.0",,"107","85","  250","  250","17.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-22","5.82",,"0.07","0.0","0.0",,"103","79","  150","  140","29.1","40.0",,,"    1",,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-23","3.36",,"0.00","0.0","0.0",,"106","81","  220","  260","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-24","6.49"," 0457","0.03",,,,"101","79","  110","  120","18.1","23.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-25","5.59"," 2252","0.00",,,,"107","87","  250","  260","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-26","5.59"," 1536","0.00",,,,"108","88","  230","  230","16.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-27","5.14"," 1350","0.00",,,,"111","90","  240","  270","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-28","4.70"," 1452","0.00",,,,"109","90","  250","  240","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-29","5.14"," 1428","0.00",,,,"108","90","  250","  230","16.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-30","6.26"," 1720","0.19",,,,"105","77","  120","  110","25.1","38.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-07-31","3.80"," 0112","0.07",,,,"94","76","   40","   10","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-01","3.58",,"0.00","0.0","0.0",,"102","82","  140","  150","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-02","4.25",,"0.00","0.0","0.0",,"109","87","  230","  220","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-03","6.93",,"0.31","0.0","0.0",,"111","82","   50","   40","28.0","40.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-04","4.70",,"0.00","0.0","0.0",,"108","82","   40","   30","23.0","29.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-05","7.61",,"0.00","0.0","0.0",,"114","87","   30","   30","33.1","42.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-06","2.91",,"0.00","0.0","0.0",,"100","87","  150","  160","8.9","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-07","5.59",,"0.00","0.0","0.0",,"105","87","  260","  280","23.9","33.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-08","3.13",,"0.00","0.0","0.0",,"107","83","  230","  200","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-09","4.03",,"0.00","0.0","0.0",,"99","86","  240","  260","12.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-10","6.93",,"0.00","0.0","0.0",,"100","82","  140","  180","18.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-11","4.47",,"0.00","0.0","0.0",,"101","81","  230","  230","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-12","3.13",,"0.00","0.0","0.0",,"105","84","  270","  250","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-13","3.36",,"0.00","0.0","0.0",,"108","78","  210","  220","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-14","2.46",,"0.00","0.0","0.0",,"111","80","  220","  250","13.0","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-15","3.36",,"0.00","0.0","0.0",,"112","81","  250","  260","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-16","5.14",,"0.00","0.0","0.0",,"108","83","  240","  240","14.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-17","3.13",,"0.00","0.0","0.0",,"106","84","  200","  170","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-18","3.13",,"0.00","0.0","0.0",,"102","82","  190","  190","10.1","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-19","2.91",,"0.00","0.0","0.0",,"108","78","  250","  250","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-20","3.13",,"0.00","0.0","0.0",,"111","80","  240","  240","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-21","3.80",,"0.00","0.0","0.0",,"113","81","  260","  240","14.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-22","5.37",,"0.00","0.0","0.0",,"107","82","  180","  260","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-23","4.92",,"0.00","0.0","0.0",,"102","83","  260","  250","18.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-24","6.26",,"0.00","0.0","0.0",,"100","84","  250","  240","16.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-25","7.16",,"0.00","0.0","0.0",,"101","82","  250","  240","16.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-26","3.58",,"0.00","0.0","0.0",,"105","85","  250","  270","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-27","5.37",,"0.00","0.0","0.0",,"109","87","  240","  240","16.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-28","5.82",,"0.43","0.0","0.0",,"107","75","  190","  200","23.0","40.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-29","4.03",,"0.00","0.0","0.0",,"103","78","  230","  210","10.1","14.1",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-30","4.03",,"0.00","0.0","0.0",,"107","84","  270","  270","15.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-08-31","3.80",,"0.00","0.0","0.0",,"105","86","  250","  240","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-09-01","6.49",,"0.00","0.0","0.0",,"107","84","   40","   70","40.9","51.0",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-09-02","4.47",,"0.00","0.0","0.0",,"105","82","   10","   10","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-09-03","3.58",,"0.00","0.0","0.0",,"108","84","  240","  230","14.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-09-04","5.82",,"0.00","0.0","0.0",,"109","83","  170","  170","18.1","25.1",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-09-05","4.03",,"0.00","0.0","0.0",,"108","88","  180","  190","14.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-09-06","4.92",,"0.00","0.0","0.0",,"106","86","  250","  270","13.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-09-07","4.92",,"0.00","0.0","0.0",,"106","86","  250","  220","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2019-09-08","6.04",,"0.00","0.0","0.0",,"100","83","  260","  260","18.1","23.9",,,,,
